Id,Call Timestamp,Call-Centres City,Channel,City,Customer Name,Reason,Response Time,Sentiment,State,Call Duration In Minutes,Csat Score
NWN-49387788-T-477245-cR,22-10-2020,Baltimore,Call-Center,Hicksville,Rae Antoniazzi,Payments,Below SLA,Negative,New York,36,
ASC-00569288-d-782539-4A,22-10-2020,Baltimore,Call-Center,Baltimore,Annice Nucciotti,Payments,Below SLA,Negative,Maryland,40,
MDU-21041358-U-522258-Ai,22-10-2020,Baltimore,Call-Center,Lubbock,Adela Hobbing,Payments,Below SLA,Negative,Texas,41,
TBS-53991435-Y-492652-2I,23-10-2020,Baltimore,Call-Center,Saint Petersburg,Jeremy Haville,Payments,Below SLA,Negative,Florida,14,
VNP-29320154-x-863593-2Q,23-10-2020,Baltimore,Call-Center,Chicago,Jimmy Dow,Payments,Below SLA,Negative,Illinois,26,
HDF-94433445-y-761628-xG,23-10-2020,Baltimore,Call-Center,Oklahoma City,Timmy Owenson,Payments,Below SLA,Negative,Oklahoma,31,
RQD-84861983-o-275426-Jy,23-10-2020,Baltimore,Call-Center,Dayton,Grace Cubley,Payments,Below SLA,Negative,Ohio,40,
DIN-23676798-H-526073-A6,24-10-2020,Baltimore,Call-Center,Beaumont,Ame Baskerfield,Payments,Below SLA,Negative,Texas,18,
CFO-26706398-v-313956-6V,24-10-2020,Baltimore,Call-Center,Ventura,Gillian Dickinson,Payments,Below SLA,Negative,California,20,
YNI-24631308-W-579510-kJ,24-10-2020,Baltimore,Call-Center,Salinas,Georges Atteridge,Payments,Below SLA,Negative,California,42,
DFO-69770572-r-414500-0h,25-10-2020,Baltimore,Call-Center,East Saint Louis,Pavia Baldung,Payments,Below SLA,Negative,Illinois,38,
WKD-81992285-y-260902-3L,25-10-2020,Baltimore,Call-Center,Shreveport,Tann Overnell,Payments,Below SLA,Negative,Louisiana,39,
KEZ-08442431-5-399064-2N,26-10-2020,Baltimore,Call-Center,Saint Petersburg,Dexter Jaffrey,Payments,Below SLA,Negative,Florida,28,
NKS-33960690-F-263484-F3,26-10-2020,Baltimore,Call-Center,Tucson,Clarinda Murray,Payments,Below SLA,Negative,Arizona,40,
CIX-73380998-5-026259-At,27-10-2020,Baltimore,Call-Center,Maple Plain,Tanney Digwood,Payments,Below SLA,Negative,Minnesota,24,
BVT-19727615-3-724861-Nc,28-10-2020,Baltimore,Call-Center,San Diego,Ollie Ox,Payments,Below SLA,Negative,California,6,
ZLK-09374019-M-883556-H6,28-10-2020,Baltimore,Call-Center,Chattanooga,Ingeberg Burden,Payments,Below SLA,Negative,Tennessee,18,
SXK-47268451-x-463620-Bi,28-10-2020,Baltimore,Call-Center,Port Saint Lucie,Tod Doul,Payments,Below SLA,Negative,Florida,20,
SUC-68816282-T-926794-hj,28-10-2020,Baltimore,Call-Center,Lansing,Niccolo Shovelton,Payments,Below SLA,Negative,Michigan,36,
MBV-02644372-P-826055-oX,29-10-2020,Baltimore,Call-Center,Flushing,Nerti Ellyatt,Payments,Below SLA,Negative,New York,25,
ZFD-95428181-1-240607-Aa,29-10-2020,Baltimore,Call-Center,Dallas,Vally Rodgman,Payments,Below SLA,Negative,Texas,43,
OKY-67053308-s-097948-E6,30-10-2020,Baltimore,Call-Center,Oklahoma City,Laurence Musk,Payments,Below SLA,Negative,Oklahoma,10,
DZZ-32479801-4-088737-by,30-10-2020,Baltimore,Call-Center,Greensboro,Walliw Sivorn,Payments,Below SLA,Negative,North Carolina,16,
UEX-82085576-0-934694-Lf,30-10-2020,Baltimore,Call-Center,New York City,King Boik,Payments,Below SLA,Negative,New York,24,
RRD-12176831-e-593688-NK,30-10-2020,Baltimore,Call-Center,Houston,Lind Broun,Payments,Below SLA,Negative,Texas,35,
JQT-45957308-z-271845-Xd,30-10-2020,Baltimore,Call-Center,Denver,Michaelina Tungate,Payments,Below SLA,Negative,Colorado,38,
RAW-61627738-L-848298-Uc,30-10-2020,Baltimore,Call-Center,Helena,Tatiana Mulcahy,Payments,Below SLA,Negative,Montana,40,
BFG-12208826-0-982927-o5,30-10-2020,Baltimore,Call-Center,Monroe,Justis Glanester,Payments,Below SLA,Negative,Louisiana,44,
AEC-75036859-k-280749-uv,03-10-2020,Baltimore,Call-Center,Jacksonville,Dee dee Dodworth,Payments,Below SLA,Negative,Florida,30,3
ETW-11267875-v-645970-k3,03-10-2020,Baltimore,Call-Center,Brooklyn,Natalee Hagger,Payments,Below SLA,Negative,New York,30,3
BOK-12918148-v-199141-u8,06-10-2020,Baltimore,Call-Center,Santa Barbara,Andriette Goggins,Payments,Below SLA,Negative,California,27,3
AUH-34086656-B-908606-zj,06-10-2020,Baltimore,Call-Center,Houston,Hilliary Landsman,Payments,Below SLA,Negative,Texas,38,3
CSU-66578951-U-406428-bd,08-10-2020,Baltimore,Call-Center,Spokane,Abramo Dullaghan,Payments,Below SLA,Negative,Washington,43,3
JZU-93237272-2-616296-2P,14-10-2020,Baltimore,Call-Center,Buffalo,Nathanael Clowsley,Payments,Below SLA,Negative,New York,14,3
NFL-05669543-T-488871-Cz,14-10-2020,Baltimore,Call-Center,Minneapolis,Westbrooke Fritzer,Payments,Below SLA,Negative,Minnesota,16,3
EYW-15007979-s-230461-Oo,17-10-2020,Baltimore,Call-Center,Milwaukee,Aigneis Hallwood,Payments,Below SLA,Negative,Wisconsin,25,3
SGK-11134938-D-622511-l9,17-10-2020,Baltimore,Call-Center,San Antonio,Selig Barbe,Payments,Below SLA,Negative,Texas,39,3
RII-31947011-M-487555-wj,17-10-2020,Baltimore,Call-Center,Shreveport,Andre Wannes,Payments,Below SLA,Negative,Louisiana,42,3
LKK-38251548-9-794103-RN,19-10-2020,Baltimore,Call-Center,Washington,Kellby MacIllrick,Payments,Below SLA,Negative,District of Columbia,5,3
ZCU-89554582-d-238204-33,21-10-2020,Baltimore,Call-Center,Toledo,Lanni Hise,Payments,Below SLA,Negative,Ohio,11,3
GED-59374579-Z-289923-FU,21-10-2020,Baltimore,Call-Center,Scranton,Veda Enocksson,Payments,Below SLA,Negative,Pennsylvania,29,3
GEH-20823489-2-615807-RQ,22-10-2020,Baltimore,Call-Center,Washington,Retha Mandre,Payments,Below SLA,Negative,District of Columbia,22,3
NPN-67269143-4-978926-fG,29-10-2020,Baltimore,Call-Center,Sacramento,Cristy Crowcroft,Payments,Below SLA,Negative,California,39,3
MCM-74958577-S-047183-CC,03-10-2020,Baltimore,Call-Center,Hot Springs National Park,Theodoric Denniston,Payments,Below SLA,Negative,Arkansas,13,4
RMP-71690284-G-916317-SB,03-10-2020,Baltimore,Call-Center,Saint Cloud,Annabell Manshaw,Payments,Below SLA,Negative,Minnesota,30,4
ESF-11139932-O-700036-2C,04-10-2020,Baltimore,Call-Center,Las Vegas,Terrance Maudett,Payments,Below SLA,Negative,Nevada,21,4
XBV-60797085-k-751325-RB,07-10-2020,Baltimore,Call-Center,Greensboro,Fraze Handyside,Payments,Below SLA,Negative,North Carolina,6,4
VJW-24202142-r-875713-2L,07-10-2020,Baltimore,Call-Center,Pensacola,Latrena Johananov,Payments,Below SLA,Negative,Florida,17,4
JFL-57500957-U-135864-1C,08-10-2020,Baltimore,Call-Center,Bonita Springs,Melisa Quiddinton,Payments,Below SLA,Negative,Florida,23,4
NNS-74198286-o-072604-WL,12-10-2020,Baltimore,Call-Center,Shawnee Mission,Murielle Bromhead,Payments,Below SLA,Negative,Kansas,23,4
GCS-03343837-X-178583-ah,17-10-2020,Baltimore,Call-Center,Fort Myers,Kyle Brackenridge,Payments,Below SLA,Negative,Florida,12,4
RWE-64746152-O-741930-Pp,19-10-2020,Baltimore,Call-Center,Washington,Lacie Deavall,Payments,Below SLA,Negative,District of Columbia,25,4
PBA-56570626-6-166625-jE,23-10-2020,Baltimore,Call-Center,Washington,Vivyan Fairleigh,Payments,Below SLA,Negative,District of Columbia,7,4
RRB-19173329-o-211291-G2,02-10-2020,Baltimore,Call-Center,Pensacola,Devy Tomalin,Payments,Below SLA,Negative,Florida,7,5
OCU-83572127-1-556999-hA,03-10-2020,Baltimore,Call-Center,Denver,Cornelia Bennike,Payments,Below SLA,Negative,Colorado,34,5
KYN-80939727-M-997233-8D,04-10-2020,Baltimore,Call-Center,Fort Worth,Nanni Bolzen,Payments,Below SLA,Negative,Texas,39,5
ZZA-88248522-i-694478-Ay,06-10-2020,Baltimore,Call-Center,Tulsa,Benson MacBain,Payments,Below SLA,Negative,Oklahoma,43,5
ZTT-97751940-8-751859-Jt,08-10-2020,Baltimore,Call-Center,Cincinnati,Lauretta Pacquet,Payments,Below SLA,Negative,Ohio,13,5
OET-46238822-z-895027-q7,09-10-2020,Baltimore,Call-Center,Buffalo,Ambur Corbishley,Payments,Below SLA,Negative,New York,21,5
NSK-17331673-Y-930218-RZ,11-10-2020,Baltimore,Call-Center,Boston,Tonya Dallander,Payments,Below SLA,Negative,Massachusetts,19,5
RDN-61994356-P-807677-gQ,14-10-2020,Baltimore,Call-Center,Scottsdale,Minnaminnie Topling,Payments,Below SLA,Negative,Arizona,22,5
KQM-80844753-j-183697-5o,17-10-2020,Baltimore,Call-Center,Shreveport,Shelly D'Aubney,Payments,Below SLA,Negative,Louisiana,6,5
EUB-61381958-U-243182-lE,17-10-2020,Baltimore,Call-Center,Saginaw,Locke Spir,Payments,Below SLA,Negative,Michigan,18,5
SNU-90427704-m-615698-7B,19-10-2020,Baltimore,Call-Center,Harrisburg,Meg Alphege,Payments,Below SLA,Negative,Pennsylvania,5,5
HCA-57860008-s-914619-MK,20-10-2020,Baltimore,Call-Center,Houston,Rosamund MacKaig,Payments,Below SLA,Negative,Texas,5,5
ACN-77873640-3-790247-pP,23-10-2020,Baltimore,Call-Center,Springfield,Merci Yerson,Payments,Below SLA,Negative,Illinois,40,5
VXC-58873909-2-053720-Jk,24-10-2020,Baltimore,Call-Center,Birmingham,Mignonne Layus,Payments,Below SLA,Negative,Alabama,26,5
WAI-57666293-6-309317-0l,30-10-2020,Baltimore,Call-Center,Fresno,Burty Kondratenya,Payments,Below SLA,Negative,California,20,5
HFK-02526547-i-572954-Wn,06-10-2020,Baltimore,Call-Center,New Haven,Tatum Deroche,Payments,Below SLA,Negative,Connecticut,29,6
EKC-66550712-U-477312-Ao,07-10-2020,Baltimore,Call-Center,Rochester,Jemima Melesk,Payments,Below SLA,Negative,New York,31,6
WVP-05753078-u-332076-4X,11-10-2020,Baltimore,Call-Center,Augusta,Benjamin Aikin,Payments,Below SLA,Negative,Georgia,10,6
NAK-22674618-N-678423-4M,11-10-2020,Baltimore,Call-Center,Huntington Beach,Dex Lightbourn,Payments,Below SLA,Negative,California,42,6
XEK-19338036-H-675509-8s,12-10-2020,Baltimore,Call-Center,Des Moines,Clemmie Jaqueme,Payments,Below SLA,Negative,Iowa,40,6
THO-83409135-o-803468-wu,15-10-2020,Baltimore,Call-Center,Spokane,Lemmy Whear,Payments,Below SLA,Negative,Washington,36,6
YRC-54380785-g-988555-ai,24-10-2020,Baltimore,Call-Center,Erie,Manolo Lyston,Payments,Below SLA,Negative,Pennsylvania,24,6
LSB-49075115-Q-276267-0N,24-10-2020,Baltimore,Call-Center,Milwaukee,Daveen Szanto,Payments,Below SLA,Negative,Wisconsin,27,6
ZWY-23665823-K-527323-yx,25-10-2020,Baltimore,Call-Center,Austin,Enrichetta Rentoll,Payments,Below SLA,Negative,Texas,12,6
QRS-44825544-m-120118-AI,26-10-2020,Baltimore,Call-Center,Phoenix,Bertina Cardero,Payments,Below SLA,Negative,Arizona,38,6
ZDP-26534765-Y-812613-ep,27-10-2020,Baltimore,Call-Center,Colorado Springs,Jackquelin Ambler,Payments,Below SLA,Negative,Colorado,45,6
VDM-92971931-Q-946652-Hf,01-10-2020,Baltimore,Call-Center,Cleveland,Martina Gotter,Payments,Below SLA,Neutral,Ohio,28,
DRV-27335306-Q-679170-xX,01-10-2020,Baltimore,Call-Center,Jacksonville,Dyanne McCrudden,Payments,Below SLA,Neutral,Florida,35,
JHB-25142471-n-113666-Aj,01-10-2020,Baltimore,Call-Center,Mountain View,Priscella Cossentine,Payments,Below SLA,Neutral,California,36,
FUJ-49064061-P-832666-Tv,01-10-2020,Baltimore,Call-Center,New Haven,Elena Rudderham,Payments,Below SLA,Neutral,Connecticut,39,
CSY-68923724-q-698580-hI,01-10-2020,Baltimore,Call-Center,Fort Lauderdale,Dolores Leeves,Payments,Below SLA,Neutral,Florida,43,
CRA-67877054-t-053084-JF,02-10-2020,Baltimore,Call-Center,Naples,Dannel Selborne,Payments,Below SLA,Neutral,Florida,5,
WEY-27342848-c-159962-L3,02-10-2020,Baltimore,Call-Center,Green Bay,Rozele Cannavan,Payments,Below SLA,Neutral,Wisconsin,6,
XHI-80422498-U-094640-yD,02-10-2020,Baltimore,Call-Center,Seattle,Ulrick Kitteridge,Payments,Below SLA,Neutral,Washington,21,
TPK-57573098-U-489518-AT,02-10-2020,Baltimore,Call-Center,Odessa,Wylie Sudron,Payments,Below SLA,Neutral,Texas,41,
ETB-62153125-p-289137-an,02-10-2020,Baltimore,Call-Center,Anchorage,Nikolos Fliege,Payments,Below SLA,Neutral,Alaska,44,
TYE-10222574-A-843827-ri,02-10-2020,Baltimore,Call-Center,Los Angeles,Marillin Barefoot,Payments,Below SLA,Neutral,California,45,
QOY-68905280-0-529635-ED,03-10-2020,Baltimore,Call-Center,Sacramento,Michaela Dullaghan,Payments,Below SLA,Neutral,California,24,
DYT-85132540-K-843956-7o,04-10-2020,Baltimore,Call-Center,Honolulu,Rosemary Tumelty,Payments,Below SLA,Neutral,Hawaii,17,
ZNK-99717927-U-431106-0s,04-10-2020,Baltimore,Call-Center,Metairie,Gherardo Menghi,Payments,Below SLA,Neutral,Louisiana,23,
TWE-34715545-Q-384890-Jm,04-10-2020,Baltimore,Call-Center,Washington,Cherice Papachristophorou,Payments,Below SLA,Neutral,District of Columbia,24,
OOA-55316555-d-768194-Q0,04-10-2020,Baltimore,Call-Center,Ogden,Hannis Brimson,Payments,Below SLA,Neutral,Utah,26,
VFT-09023010-8-608402-QJ,04-10-2020,Baltimore,Call-Center,Amarillo,Fonsie Nilles,Payments,Below SLA,Neutral,Texas,42,
QJB-18877487-Z-186734-A6,05-10-2020,Baltimore,Call-Center,Omaha,Kathrine Sheavills,Payments,Below SLA,Neutral,Nebraska,11,
PTM-01419117-G-087253-7v,05-10-2020,Baltimore,Call-Center,Brea,Coral O'Hagerty,Payments,Below SLA,Neutral,California,27,
IHZ-64259782-D-505132-YZ,07-10-2020,Baltimore,Call-Center,Des Moines,Zeke McGee,Payments,Below SLA,Neutral,Iowa,42,
LOR-14790795-z-066035-dF,07-10-2020,Baltimore,Call-Center,Carol Stream,Luz Louch,Payments,Below SLA,Neutral,Illinois,43,
ZRY-46900180-C-169782-AD,08-10-2020,Baltimore,Call-Center,San Diego,Sib Skerme,Payments,Below SLA,Neutral,California,6,
EDM-96968534-v-928620-6k,08-10-2020,Baltimore,Call-Center,Lynn,Aviva Batchelder,Payments,Below SLA,Neutral,Massachusetts,14,
MEF-01899855-T-461895-dH,08-10-2020,Baltimore,Call-Center,New Orleans,Pegeen Van Velden,Payments,Below SLA,Neutral,Louisiana,40,
VYE-73145997-N-253826-EG,09-10-2020,Baltimore,Call-Center,Cincinnati,Amie Villa,Payments,Below SLA,Neutral,Ohio,31,
AXQ-51841184-T-290898-cR,11-10-2020,Baltimore,Call-Center,Oklahoma City,Fredericka Grinsdale,Payments,Below SLA,Neutral,Oklahoma,37,
IQC-25578544-p-929854-eS,11-10-2020,Baltimore,Call-Center,Katy,Ariel Blackborn,Payments,Below SLA,Neutral,Texas,38,
HVQ-53852073-0-265251-yP,12-10-2020,Baltimore,Call-Center,Elmira,Jocelyn Leyban,Payments,Below SLA,Neutral,New York,6,
NYS-98453105-R-772691-lj,12-10-2020,Baltimore,Call-Center,Miami,Elnar Eccles,Payments,Below SLA,Neutral,Florida,13,
ZPC-27838579-D-454288-t2,12-10-2020,Baltimore,Call-Center,Portland,Kliment Hullyer,Payments,Below SLA,Neutral,Oregon,25,
FYB-58487235-M-645290-tT,13-10-2020,Baltimore,Call-Center,Bronx,Tracy Kean,Payments,Below SLA,Neutral,New York,7,
WZL-74512190-V-249648-Kn,13-10-2020,Baltimore,Call-Center,San Jose,Joanie Ryman,Payments,Below SLA,Neutral,California,9,
QSQ-27123629-s-864664-rn,13-10-2020,Baltimore,Call-Center,Van Nuys,Martguerita Durtnel,Payments,Below SLA,Neutral,California,15,
JWT-17519487-W-062495-yP,13-10-2020,Baltimore,Call-Center,Tacoma,Adelheid Cicconetti,Payments,Below SLA,Neutral,Washington,28,
CWF-69180918-W-080886-jH,14-10-2020,Baltimore,Call-Center,Fort Myers,Elfie Halgarth,Payments,Below SLA,Neutral,Florida,29,
FGI-88881923-7-116853-i3,14-10-2020,Baltimore,Call-Center,Savannah,Colman Newark,Payments,Below SLA,Neutral,Georgia,30,
TEQ-44210444-c-849595-XI,15-10-2020,Baltimore,Call-Center,Pittsburgh,Felic MacGibbon,Payments,Below SLA,Neutral,Pennsylvania,8,
UIT-83320322-b-378614-gO,15-10-2020,Baltimore,Call-Center,Bloomington,Borg Vasenkov,Payments,Below SLA,Neutral,Indiana,20,
ZHD-26503136-d-349283-xw,15-10-2020,Baltimore,Call-Center,Peoria,Rozelle Gaytor,Payments,Below SLA,Neutral,Illinois,33,
EKV-73743774-z-747214-hp,16-10-2020,Baltimore,Call-Center,Cincinnati,Berk Ohanessian,Payments,Below SLA,Neutral,Ohio,24,
UQF-76252873-r-939326-Sl,17-10-2020,Baltimore,Call-Center,Houston,Ferguson Lanyon,Payments,Below SLA,Neutral,Texas,10,
RHX-88771729-9-955175-kb,17-10-2020,Baltimore,Call-Center,Washington,Sigismundo Strahan,Payments,Below SLA,Neutral,District of Columbia,11,
NXD-69438696-w-796433-p2,19-10-2020,Baltimore,Call-Center,El Paso,Katlin Sprigging,Payments,Below SLA,Neutral,Texas,36,
FUT-75222156-e-331242-dA,20-10-2020,Baltimore,Call-Center,Wichita Falls,Hattie Rawes,Payments,Below SLA,Neutral,Texas,15,
WDU-14908854-N-041588-47,20-10-2020,Baltimore,Call-Center,Lubbock,Traver Serrell,Payments,Below SLA,Neutral,Texas,40,
ISH-74252284-T-818322-Mq,20-10-2020,Baltimore,Call-Center,Sacramento,Giffard Malzard,Payments,Below SLA,Neutral,California,43,
FPS-18626220-g-924573-1D,21-10-2020,Baltimore,Call-Center,Bakersfield,Orazio McCart,Payments,Below SLA,Neutral,California,7,
LWT-42969739-E-335027-kU,22-10-2020,Baltimore,Call-Center,Vienna,Baron McGeever,Payments,Below SLA,Neutral,Virginia,9,
PXN-39448178-G-236938-Ys,22-10-2020,Baltimore,Call-Center,Salt Lake City,Enriqueta Warbey,Payments,Below SLA,Neutral,Utah,20,
JDG-15665595-Y-500798-mm,22-10-2020,Baltimore,Call-Center,Pasadena,Audy Hugill,Payments,Below SLA,Neutral,California,30,
LXU-95442952-J-317490-jd,23-10-2020,Baltimore,Call-Center,Visalia,Rabi Fairlem,Payments,Below SLA,Neutral,California,20,
JXG-50673242-A-878428-AV,23-10-2020,Baltimore,Call-Center,Charlotte,Rasia Thynn,Payments,Below SLA,Neutral,North Carolina,32,
FPP-25178602-x-937764-qJ,23-10-2020,Baltimore,Call-Center,Peoria,Sinclare Nickless,Payments,Below SLA,Neutral,Illinois,35,
OWC-61600328-F-342547-lZ,23-10-2020,Baltimore,Call-Center,Kansas City,Aila Knight,Payments,Below SLA,Neutral,Missouri,36,
OTH-28399623-r-313210-7j,24-10-2020,Baltimore,Call-Center,Jacksonville,Carney Milkeham,Payments,Below SLA,Neutral,Florida,13,
OBZ-42171829-J-301721-Nn,24-10-2020,Baltimore,Call-Center,Kansas City,Edward Westrope,Payments,Below SLA,Neutral,Missouri,28,
XVM-34774656-f-325271-TA,24-10-2020,Baltimore,Call-Center,Fort Worth,Nydia Eliassen,Payments,Below SLA,Neutral,Texas,38,
UDR-68136138-H-825339-m6,24-10-2020,Baltimore,Call-Center,Frederick,Torrence Spowart,Payments,Below SLA,Neutral,Maryland,39,
OCW-88144960-u-823337-qb,25-10-2020,Baltimore,Call-Center,Saint Paul,Loydie Berrey,Payments,Below SLA,Neutral,Minnesota,6,
TNQ-52197891-G-305990-tx,25-10-2020,Baltimore,Call-Center,Milwaukee,Larisa Mattedi,Payments,Below SLA,Neutral,Wisconsin,35,
XTO-99554788-8-911988-UZ,26-10-2020,Baltimore,Call-Center,Garden Grove,Leila Cawdell,Payments,Below SLA,Neutral,California,31,
CNY-36012453-d-062979-4t,27-10-2020,Baltimore,Call-Center,Pasadena,Weider Ruddin,Payments,Below SLA,Neutral,California,9,
ZAO-52597811-V-243993-uS,27-10-2020,Baltimore,Call-Center,Springfield,Ansel Olliver,Payments,Below SLA,Neutral,Illinois,37,
OQO-54709000-M-215821-Gh,27-10-2020,Baltimore,Call-Center,Santa Barbara,Frederic Luard,Payments,Below SLA,Neutral,California,40,
MON-05724052-o-654606-Df,28-10-2020,Baltimore,Call-Center,Greensboro,Kara-lynn Routhorn,Payments,Below SLA,Neutral,North Carolina,9,
UKY-59802765-0-957625-gF,28-10-2020,Baltimore,Call-Center,Los Angeles,Addie Yitzhok,Payments,Below SLA,Neutral,California,20,
WNV-99340098-B-723906-WL,28-10-2020,Baltimore,Call-Center,Austin,Borden Maffioni,Payments,Below SLA,Neutral,Texas,42,
EVF-49933246-X-951310-Ky,29-10-2020,Baltimore,Call-Center,New Haven,Buffy Coyte,Payments,Below SLA,Neutral,Connecticut,29,
KBL-99629844-O-363888-bt,29-10-2020,Baltimore,Call-Center,Killeen,Kelsi Crisford,Payments,Below SLA,Neutral,Texas,34,
ETU-13575385-u-295768-g9,29-10-2020,Baltimore,Call-Center,Pittsburgh,Viv Hare,Payments,Below SLA,Neutral,Pennsylvania,43,
OAV-90370249-9-343966-k0,30-10-2020,Baltimore,Call-Center,Paterson,Tony Rosini,Payments,Below SLA,Neutral,New Jersey,7,
JXN-11521600-R-132827-Fs,30-10-2020,Baltimore,Call-Center,Montgomery,Kelly Pearce,Payments,Below SLA,Neutral,Alabama,40,
JXW-23410055-e-619175-Di,07-10-2020,Baltimore,Call-Center,Shawnee Mission,Angela MacAnellye,Payments,Below SLA,Neutral,Kansas,5,5
LRM-13206222-A-337776-nn,08-10-2020,Baltimore,Call-Center,San Diego,Ruprecht Skurray,Payments,Below SLA,Neutral,California,43,5
SFF-08694549-R-206291-lJ,11-10-2020,Baltimore,Call-Center,San Antonio,Ferdy Hollyman,Payments,Below SLA,Neutral,Texas,32,5
YGP-25799708-O-070156-on,11-10-2020,Baltimore,Call-Center,Shawnee Mission,Angelia Athelstan,Payments,Below SLA,Neutral,Kansas,38,5
HRO-49561688-k-734290-we,15-10-2020,Baltimore,Call-Center,Jackson,Rochelle Dedden,Payments,Below SLA,Neutral,Mississippi,32,5
RYZ-73222697-5-737123-pu,16-10-2020,Baltimore,Call-Center,Fort Wayne,Ciro Pitsall,Payments,Below SLA,Neutral,Indiana,21,5
IJR-75898341-e-731208-ME,18-10-2020,Baltimore,Call-Center,Fresno,Christyna Queenborough,Payments,Below SLA,Neutral,California,30,5
CWL-42954263-L-147267-IZ,19-10-2020,Baltimore,Call-Center,New York City,Georgianne Geroldini,Payments,Below SLA,Neutral,New York,31,5
OKB-83151741-q-267765-b2,23-10-2020,Baltimore,Call-Center,San Antonio,Tybalt Bordone,Payments,Below SLA,Neutral,Texas,35,5
ONX-68900847-E-317836-6c,01-10-2020,Baltimore,Call-Center,Los Angeles,Madelene Gounin,Payments,Below SLA,Neutral,California,7,6
IHY-07268620-V-678527-Ov,05-10-2020,Baltimore,Call-Center,Memphis,Michel Whiffin,Payments,Below SLA,Neutral,Tennessee,22,6
SMI-53635179-z-125525-4K,07-10-2020,Baltimore,Call-Center,Jamaica,Jameson Sarton,Payments,Below SLA,Neutral,New York,22,6
WXO-03932297-b-180183-vT,11-10-2020,Baltimore,Call-Center,Baltimore,Alec Camplen,Payments,Below SLA,Neutral,Maryland,19,6
MUE-53337521-s-831302-fd,13-10-2020,Baltimore,Call-Center,Washington,Barb Hudleston,Payments,Below SLA,Neutral,District of Columbia,7,6
XZA-00680441-C-225604-gD,16-10-2020,Baltimore,Call-Center,Alexandria,Merlina O'Hagan,Payments,Below SLA,Neutral,Virginia,11,6
QSQ-45557003-s-768909-Og,18-10-2020,Baltimore,Call-Center,Albany,Skip Handford,Payments,Below SLA,Neutral,New York,5,6
XUS-21626851-1-436598-iP,18-10-2020,Baltimore,Call-Center,Oakland,Lydon Brame,Payments,Below SLA,Neutral,California,30,6
HIQ-03738968-B-363798-6L,20-10-2020,Baltimore,Call-Center,Long Beach,Lilllie Chattock,Payments,Below SLA,Neutral,California,40,6
MEV-43566589-o-578903-3r,30-10-2020,Baltimore,Call-Center,El Paso,Catrina Banfill,Payments,Below SLA,Neutral,Texas,28,6
UEB-44442618-d-571556-Io,03-10-2020,Baltimore,Call-Center,Huntington,Sandy Alan,Payments,Below SLA,Neutral,West Virginia,40,7
GOU-45171797-B-476004-L9,06-10-2020,Baltimore,Call-Center,Raleigh,Clair Whatmough,Payments,Below SLA,Neutral,North Carolina,5,7
CAR-74568044-Z-631474-LV,06-10-2020,Baltimore,Call-Center,Roanoke,Rice Fleis,Payments,Below SLA,Neutral,Virginia,29,7
KUD-74646194-G-325549-oR,11-10-2020,Baltimore,Call-Center,Colorado Springs,Stan Turner,Payments,Below SLA,Neutral,Colorado,18,7
LUX-22857468-d-390215-cc,11-10-2020,Baltimore,Call-Center,Shawnee Mission,Adriana Robroe,Payments,Below SLA,Neutral,Kansas,25,7
BFR-19123449-x-278513-uG,15-10-2020,Baltimore,Call-Center,Birmingham,Leona Aylward,Payments,Below SLA,Neutral,Alabama,37,7
OLB-26896002-R-284854-aK,18-10-2020,Baltimore,Call-Center,Lexington,Saul Sawyers,Payments,Below SLA,Neutral,Kentucky,14,7
OCA-46742562-0-229755-Hh,19-10-2020,Baltimore,Call-Center,Phoenix,Amelia Chalk,Payments,Below SLA,Neutral,Arizona,7,7
VJW-47717117-b-776386-KY,24-10-2020,Baltimore,Call-Center,Philadelphia,Sherri Yanson,Payments,Below SLA,Neutral,Pennsylvania,27,7
ZTU-22596956-B-940363-Zq,24-10-2020,Baltimore,Call-Center,Shreveport,Michele Latus,Payments,Below SLA,Neutral,Louisiana,33,7
KEQ-36904395-J-695328-wz,26-10-2020,Baltimore,Call-Center,Dallas,Albert Drew-Clifton,Payments,Below SLA,Neutral,Texas,7,7
PQX-57409914-v-255961-T3,28-10-2020,Baltimore,Call-Center,Aurora,Willetta Brundill,Payments,Below SLA,Neutral,Colorado,27,7
RRF-28586643-U-606136-5s,06-10-2020,Baltimore,Call-Center,Pittsburgh,Kimble Frosdick,Payments,Below SLA,Neutral,Pennsylvania,27,8
WTT-27486734-j-534705-HK,12-10-2020,Baltimore,Call-Center,Aurora,Coralie Oldroyde,Payments,Below SLA,Neutral,Illinois,39,8
UWU-54703535-p-652092-8w,13-10-2020,Baltimore,Call-Center,Baton Rouge,Gaylor Paffitt,Payments,Below SLA,Neutral,Louisiana,45,8
TQQ-42645826-x-687175-mX,15-10-2020,Baltimore,Call-Center,El Paso,Shelba Lingwood,Payments,Below SLA,Neutral,Texas,32,8
PWW-29325589-J-646250-Rx,17-10-2020,Baltimore,Call-Center,Van Nuys,Charlotte Cottu,Payments,Below SLA,Neutral,California,10,8
HKW-09156602-u-896842-6b,18-10-2020,Baltimore,Call-Center,Baton Rouge,Kristal Dolbey,Payments,Below SLA,Neutral,Louisiana,40,8
RVE-90362356-y-376954-Nd,19-10-2020,Baltimore,Call-Center,Gainesville,Jakob Giacomo,Payments,Below SLA,Neutral,Georgia,20,8
